reading_id,span_id,book,chapter,verse_ref,corpus,genre,passage_id,anchor,lemma,strongs,morph,pos,stem,surface_en,hebrew_form,translit,translit_conf,char_key,ib_char,base_gloss,read_sense_variants,esv_words,family,cluster,cluster_all,same_as,role_provenance,char_candidate_tag,lemma_freq_book,ib_instance_count,sense,type,source,seat,bearer,operation,target,object_kind,manner,intensity,specifier,effect,coupling,prohibition,reading,discovery_flag,role,locus,direction,verse_text
H5797:strong#264289,264289,20,18,Pro 18:11,OT,poetic/wisdom,4088,0,H5797,H5797,HNcmsc,noun,,strong,,oz,head,H5797:strong,strong,strength,security — the fortress-strength wealth seems to give | strength — the strong confidence of the God-fearer | strength — the fortress-strength of the LORD's name | false security — the imagined strength of wealth | strength — the fortress the offended brother surpasses,strong,strength-courage-steadfastness,,,262509|263434|264282|264333,read-2026,Reg 187 strength,6,5,false security — the imagined strength of wealth,state,ABSENT,NONE,the rich man,the strength/security the rich man imagines his wealth to give — a high wall only in his mind,the wealth he imagines strong (264288),abstraction,NONE,ABSENT,ABSENT,ABSENT,welded to the wealth whose strength is imagined,ABSENT,"oz (strength) — 'a high wall in his IMAGINATION'; the same word for the real strength of God's name (18:10) here of the imagined strength of wealth. The read holds the deliberate contrast — one refuge is real, one only fancied.",absent,characteristic,internal:ib-state,ABSENT,"Pro 18:11 A rich man’s wealth is his strong city , and like a high wall in his imagination ."
H7667:destruction#264296,264296,20,18,Pro 18:12,OT,poetic/wisdom,4089,1,H7667,H7667,HNcmsa,noun,,destruction,,sheber,head,H7667:destruction,destruction,breaking,ruin — which pride precedes | ruin — sought by the self-exalting proud | ruin — which a haughty heart precedes,destruction,walk-way-conduct,,,263886|264148,read-2026,emergent-read-2026,3,3,ruin — which a haughty heart precedes,state,ABSENT,NONE,the proud,the destruction that a man's haughty heart goes before,the haughty heart that precedes it (264299),other,NONE,ABSENT,ABSENT,ABSENT,welded to the pride that ushers it in,ABSENT,sheber (destruction) — 'before DESTRUCTION a man's heart is haughty'; pride of heart is the herald of ruin (cf 16:18). Emergent: destruction as the sequel to a haughty heart.,present,characteristic,internal:ib-state,ABSENT,"Pro 18:12 Before destruction a man’s heart is haughty , but humility comes before honor ."
H3820:heart#264298,264298,20,18,Pro 18:12,OT,poetic/wisdom,4089,1,H3820A,H3820,HNcmsc,noun,,heart,,leb,head,H3820:heart,heart,heart,"the heart — the seat wisdom enters | the heart — the inner faculty inclined toward understanding | the heart — commanded to keep the commandments | the heart — the tablet on which they are written | the heart — the whole of it given to trust | the heart — the wellspring of life, to be guarded above all | the heart — commanded to hold fast the words | the heart — the seat that despised reproof | the heart — the seat that devises evil and sows discord | the heart — devising wicked plans","heart, hearts, heart, heart",inner-seat-heart-soul-spirit,,,267001|266942|267510|267669|267725|267903|267857|267972|268116|268137|268154|268425|268322|268395|262678|262554|262780|262849|263006|263031|263043|263144|263310|263333|263339|263474|263792|263586|263590|263593|263606|263713|263738|263809|264022|264052|263910|263924|264159|264175|264310|264587|265037|265069|265077|265262|265321|265371|265683|265512|265533|265536|265545|265564|302562|265651|265800|265783|266117|302581|266277|266513|302586|266563,read-2026,Reg 183 heart,64,65,the heart — haughty before destruction,seat,ABSENT,NONE,the proud,the heart that is haughty/lifted up before destruction,its haughtiness (264299),other,NONE,ABSENT,ABSENT,ABSENT,welded to the pride that lifts it,ABSENT,"leb (heart) — 'a man's HEART is haughty' before ruin; pride is a condition of the heart itself, the inner loftiness that precedes the fall.",absent,characteristic,internal:ib-state,ABSENT,"Pro 18:12 Before destruction a man’s heart is haughty , but humility comes before honor ."
H1361:haughty#264299,264299,20,18,Pro 18:12,OT,poetic/wisdom,4089,1,H1361,H1361,HVqi3ms,verb,Qal,haughty,,gabah,head,H1361:haughty,haughty,to exult,haughtiness — the high heart before destruction,haughty,pride-arrogance-scoffing,,,,read-2026,Reg 97 joy,2,1,haughtiness — the high heart before destruction,disposition,ABSENT,NONE,the proud,the haughtiness/lifting-up of the heart that precedes destruction,the heart it lifts (264298),other,NONE,ABSENT,ABSENT,ABSENT,welded to the heart it exalts,ABSENT,"gabah (be high/haughty) — 'is HAUGHTY'; the heart's self-exaltation before the fall. The higher the pride, the harder the ruin.",absent,characteristic,internal:ib-state,ABSENT,"Pro 18:12 Before destruction a man’s heart is haughty , but humility comes before honor ."
H6038:humility#264300,264300,20,18,Pro 18:12,OT,poetic/wisdom,4089,1,H6038,H6038,HNcfsa,noun,,humility,,anavah,head,H6038:humility,humility,gentleness,"humility — which comes before honour | humility — rewarded, joined to the fear of the LORD",humility,walk-way-conduct,,,263762|265451,read-2026,Reg 66 gentleness,3,3,humility — which comes before honour,disposition,ABSENT,NONE,the humble,the humility that precedes and prepares the way for honour,the honour it precedes (264302),abstraction,NONE,ABSENT,ABSENT,ABSENT,welded to the honour it goes before,ABSENT,"anavah (humility) — 'HUMILITY comes before honour' (cf 15:33); the lowly road leads up. The order is fixed — down before up, humility before honour.",present,characteristic,internal:ib-state,ABSENT,"Pro 18:12 Before destruction a man’s heart is haughty , but humility comes before honor ."
H3519:honor#264302,264302,20,18,Pro 18:12,OT,poetic/wisdom,4089,1,H3519,H3519,HNcmsa,noun,,honor,,kabod,head,H3519:honor,honor,glory,"honour — which follows humility | honor — the esteem wisdom bestows on her holder | honor — among Wisdom's endowments | honour — won by graciousness | honour — of keeping aloof from strife | honor — found by the one who pursues righteousness | incongruity — honour given a fool, absurdly out of season | danger — giving honour to a fool, like binding a stone in a sling | exaltation — the honour the lowly in spirit obtains",honor,praise-extol-sing,,,267551|268517|262747|263764|265020|265185|266170|266327|266853,read-2026,IB:glory,8,10,honour — which follows humility,state,ABSENT,NONE,the humble,the honour that follows and crowns humility,the humility that precedes it (264300),other,NONE,ABSENT,ABSENT,ABSENT,welded to the humility that leads to it,ABSENT,"kabod (honour) — 'humility comes before HONOUR'; honour is reached by humility, as ruin by pride. The two ways diverge from the heart's posture.",absent,characteristic,internal:ib-state,ABSENT,"Pro 18:12 Before destruction a man’s heart is haughty , but humility comes before honor ."
H8085:hear#264306,264306,20,18,Pro 18:13,OT,poetic/wisdom,4090,1,H8085G,H8085,HVqi3ms,verb,Qal,hears,,shama,head,H8085:hear,Hear,to hear: hear; to hear: obey; to hear: proclaim; to hear: understand; to hear: judge; to hear: welcome,"to hear — receptive listening that takes instruction in | hear — the son commanded to receptive listening | heeding — the attentive obedience of sons to instruction | heeding — attentive, obedient reception of the father's words | heeding — hear instruction and be wise | heeding — Wisdom's summons to hear her noble words | freedom-from-threat — the poor man hears no threat | premature answering — answering before hearing | heeding — hearing instruction, whose cessation brings straying | hearing — the faculty of attention, God-given","Hear, hears, hear, hearing",being-heard-listening,,,264833|264854|267758|267765|268644|268601|263294|264561|264887|265234|265367|265559|266858,read-2026,Reg 213 listen,23,14,premature answering — answering before hearing,cognition,ABSENT,NONE,the hasty answerer,the failure to hear before answering — replying before one has listened,the folly it is (264307),abstraction,NONE,ABSENT,ABSENT,ABSENT,welded to the folly of the unheard answer,ABSENT,shama (hear) — 'if one gives an answer before he HEARS'; to answer before listening is the mark of the hasty. The virtue of hearing fully first is implied by its absence.,absent,characteristic,internal:ib-state,ABSENT,"Pro 18:13 If one gives an answer before he hears , it is his folly and shame ."
H0200:folly#264307,264307,20,18,Pro 18:13,OT,poetic/wisdom,4090,1,H0200,H0200,HNcfsa,noun,,folly,,ivveleth,head,H0200:folly,folly,folly,"folly — the great folly that leads him astray to death | folly — what the fool's heart proclaims | folly — flaunted by the fool | folly — which tears the house down with its own hands | folly — the simple's inheritance | folly — the fools', which yields only more folly | folly — what the fools' folly produces | folly — exalted by the hasty-tempered | folly — which deceives | folly — the fools' diet","folly, Folly",wisdom-folly-teaching,,,268034|263034|263178|263307|263546|263369|263421|263423|263463|263650|263600|263660|263923|264090|264583|265348|265933|266301|266188|266439,read-2026,Reg 63 foolishness,15,21,folly — of answering before hearing,disposition,ABSENT,NONE,the hasty answerer,the folly of the one who answers a matter before he has heard it,the premature answering that shows it (264306),other,NONE,ABSENT,ABSENT,ABSENT,welded to the hasty reply that reveals it,ABSENT,ivveleth (folly) — 'it is his FOLLY and shame'; answering unheard is folly. Wisdom listens before it speaks.,absent,characteristic,internal:ib-state,ABSENT,"Pro 18:13 If one gives an answer before he hears , it is his folly and shame ."
H3639:sham#264308,264308,20,18,Pro 18:13,OT,poetic/wisdom,4090,1,H3639 H9002 H1931 H9005 H9033,H3639,HNcfsa HC HPp3fs HR HSp3ms,noun,,shame,,kelimmah,head,H3639:sham,shame,shame,shame — of answering before hearing,shame,shame-confusion,,,,read-2026,Reg 146 shame,1,1,shame — of answering before hearing,state,ABSENT,NONE,the hasty answerer,the shame/disgrace that comes of answering before one has heard,(the folly beside it),abstraction,NONE,ABSENT,ABSENT,ABSENT,the disgrace of the premature answer,ABSENT,kelimmah (shame/disgrace) — 'his folly and SHAME'; hasty answering brings not only folly but public shame. To speak before listening exposes the speaker.,present,characteristic,internal:ib-state,ABSENT,"Pro 18:13 If one gives an answer before he hears , it is his folly and shame ."
H7307:spirit#308518,308518,20,18,Pro 18:14,OT,poetic/wisdom,4091,1,H7307G,H7307,HNcfsc,noun,,spirit,,ruach,head,H7307:spirit,spirit,spirit: temper; spirit; spirit: breath; spirit: side,"spirit — the inner life/mind Wisdom pours out on those who turn to her | the spirit — steadfast, that keeps confidence | the spirit — crushed by heart-sorrow | the spirit — crushed by perverse speech | the spirit — governed by the self-mastered | the spirit — weighed by the LORD | the crushed spirit — which dries up the bones | calmness — a cool spirit marks understanding | the spirit — which sustains a man through sickness | the crushed spirit — which nothing can sustain",spirit,inner-seat-heart-soul-spirit,,,264748|262727|263771|263591|308493|264001|264179|264215|308522|266851,read-2026,Reg 184 spirit,5,11,the spirit — which sustains a man through sickness,seat,ABSENT,NONE,the sick but whole-spirited,the spirit/inner life that will sustain and carry a man through bodily sickness,"the crushed spirit, by contrast (308522)",other,NONE,ABSENT,ABSENT,ABSENT,set against the crushed spirit that nothing sustains,ABSENT,ruach (spirit) — 'a man's SPIRIT will endure sickness'; the inner life can carry a man through bodily illness. The spirit sustains the body — the primacy of the inner over the outer.,absent,characteristic,internal:ib-state,ABSENT,"Pro 18:14 A man’s spirit will endure sickness, but a crushed spirit who can bear?"
H7307:spirit#308522,308522,20,18,Pro 18:14,OT,poetic/wisdom,4091,1,H7307G H9002 H9023,H7307,HNcfsa HC HSp3ms,noun,,spirit,,ruach,head,H7307:spirit,spirit,spirit: temper; spirit; spirit: breath; spirit: side,"spirit — the inner life/mind Wisdom pours out on those who turn to her | the spirit — steadfast, that keeps confidence | the spirit — crushed by heart-sorrow | the spirit — crushed by perverse speech | the spirit — governed by the self-mastered | the spirit — weighed by the LORD | the crushed spirit — which dries up the bones | calmness — a cool spirit marks understanding | the spirit — which sustains a man through sickness | the crushed spirit — which nothing can sustain",spirit,inner-seat-heart-soul-spirit,,,264748|262727|263771|263591|308493|264001|264179|264215|308518|266851,read-2026,Reg 184 spirit,1,11,the crushed spirit — which nothing can sustain,seat,ABSENT,NONE,the broken-spirited,the crushed/broken spirit that no one can bear or sustain — when the inner support itself fails,"the whole spirit that endures, by contrast (308518)",other,NONE,ABSENT,ABSENT,ABSENT,set against the spirit that sustains through sickness,ABSENT,"ruach (spirit) — 'a CRUSHED spirit who can bear?'; when the spirit itself is broken, there is nothing left to sustain the man. Bodily sickness the spirit endures; but a broken spirit is unbearable. The deepest wound is inward (cf 15:13; 17:22).",present,characteristic,internal:ib-state,ABSENT,"Pro 18:14 A man’s spirit will endure sickness, but a crushed spirit who can bear?"
H0995:intelligent#264309,264309,20,18,Pro 18:15,OT,poetic/wisdom,4092,1,H0995,H0995,HVNrmsa,verb,Niphal,intelligent,,bin,head,H0995:intelligent,intelligent,to understand,intelligence — the silent fool is deemed to have it | understanding — the discerning heart acquires knowledge,intelligent,knowing-understanding,,,264225,read-2026,Reg 166 understanding,24,2,understanding — the discerning heart acquires knowledge,cognition,ABSENT,NONE,the discerning,the intelligent/discerning heart that actively acquires knowledge,its knowledge-acquiring heart (264310),abstraction,NONE,ABSENT,ABSENT,ABSENT,welded to the heart that gains knowledge,ABSENT,"bin (understand/discern) — 'an INTELLIGENT heart acquires knowledge'; the discerning heart is always gaining — never full, ever acquiring. Wisdom has an appetite.",absent,characteristic,internal:ib-state,ABSENT,"Pro 18:15 An intelligent heart acquires knowledge , and the ear of the wise seeks knowledge ."
