"reference","position","surface","strong_variant","morph_code"
"Isa 37:2","13","senior","H0853","HTo"
"Isa 37:4","6","words","H0853","HTo"
"Isa 37:17","12","all","H0853","HTo"
"Isa 55:11","18","which","H0853","HTo"
"Jer 8:17","15","declares","H0853","HTo"
"Jer 9:16","15","sword","H0853","HTo"
"Jer 9:16","20","them","H0853","HTo"
"Jer 24:10","5","sword","H0853","HTo"
"Jer 24:10","8","famine","H0853","HTo"
"Jer 24:10","11","pestilence","H0853","HTo"
"Jer 25:17","3","cup","H0853","HTo"
"Jer 25:17","8","all","H0853","HTo"
"Jer 26:22","7","Elnathan","H0853","HTo"
"Jer 38:6","2","Jeremiah","H0853","HTo"
"Jer 38:6","6","cistern","H0853","HTo"
"Jer 38:6","20","Jeremiah","H0853","HTo"
"Jer 38:11","4","men","H0853","HTo"
"Jer 39:14","3","Jeremiah","H0853","HTo"
"Jer 39:14","11","Gedaliah","H0853","HTo"
"Jer 42:6","6","obey","H0853","HTo"
"Eze 17:7","24","from","H0853","HTo"
"Eze 44:20","13","heads","H0853","HTo"
"Hos 5:13","3","sickness","H0853","HTo"
"Hos 5:13","8","wound","H0853","HTo"
"Joe 2:25","5","years","H0853","HTo"
"Amo 8:11","24","words","H0853","HTo"
"Zec 7:2","11","favor","H0853","HTo"
"Gen 2:11","8","whole","H0853","HTo"
"Gen 2:13","11","whole","H0853","HTo"
"Gen 22:24","11","Tebah","H0853","HTo"
"Gen 22:24","13","Gaham","H0853","HTo"
"Gen 22:24","16","Tahash","H0853","HTo"
"Gen 22:24","19","Maacah","H0853","HTo"
"Gen 36:35","9","Midian","H0853","HTo"
"Exo 9:16","12","power","H0853","HTo"
"Exo 20:7","3","name","H0853","HTo"
"Exo 20:7","15","takes","H0853","HTo"
"Exo 20:7","17","name","H0853","HTo"
"Exo 20:24","9","burnt offerings","H0853","HTo"
"Exo 20:24","12","peace offerings","H0853","HTo"
"Exo 20:24","16","sheep","H0853","HTo"
"Exo 20:24","19","oxen","H0853","HTo"
"Exo 20:24","27","name","H0853","HTo"
"Exo 28:9","2","two","H0853","HTo"
"Exo 28:10","10","names","H0853","HTo"
"Exo 28:11","7","two","H0853","HTo"
"Exo 28:11","15","them","H0853","HTo"
"Exo 28:29","3","names","H0853","HTo"
"Exo 39:6","4","stones","H0853","HTo"
"Lev 24:11","8","Name","H0853","HTo"
"Lev 24:11","13","Moses","H0853","HTo"
"Num 1:2","2","census","H0853","HTo"
"Num 1:17","6","men","H0853","HTo"
"Num 6:27","2","name","H0853","HTo"
"Num 17:3","3","name","H0853","HTo"
"Num 26:55","2","land","H0853","HTo"
"Num 26:59","11","Levi","H0853","HTo"
"Num 26:59","19","Aaron","H0853","HTo"
"Num 26:59","21","Moses","H0853","HTo"
"Num 26:59","24","Miriam","H0853","HTo"
"Num 34:17","9","land","H0853","HTo"
"Deu 5:11","3","name","H0853","HTo"
"Deu 5:11","15","takes","H0853","HTo"
"Deu 5:11","17","name","H0853","HTo"
"Deu 9:14","13","of","H0853","HTo"
"Deu 9:14","16","nation","H0853","HTo"
"Deu 10:8","7","tribe","H0853","HTo"
"Deu 10:8","13","ark","H0853","HTo"
"Deu 12:5","19","name","H0853","HTo"
"Deu 12:11","19","all","H0853","HTo"
"Deu 12:11","24","burnt offerings","H0853","HTo"
"Deu 16:6","17","Passover","H0853","HTo"
"Deu 22:19","2","hundred","H0853","HTo"
"Jos 7:9","13","name","H0853","HTo"
"Judg 1:10","17","Sheshai","H0853","HTo"
"Judg 1:10","19","Ahiman","H0853","HTo"
"Judg 1:10","22","Talmai","H0853","HTo"
"Rut 4:10","3","Ruth","H0853","HTo"
"1Sa 12:22","5","people","H0853","HTo"
"1Sa 12:22","20","people","H0853","HTo"
"1Sa 24:21","11","offspring","H0853","HTo"
"1Sa 24:21","19","name","H0853","HTo"
"2Sa 6:18","12","people","H0853","HTo"
"2Sa 7:9","10","all","H0853","HTo"
"2Sa 7:13","8","throne","H0853","HTo"
"2Sa 8:13","13","Edomites","H0853","HTo"
"2Sa 17:25","3","Amasa","H0853","HTo"
"2Sa 23:18","14","spear","H0853","HTo"
"1Ki 5:3","5","David","H0853","HTo"
"1Ki 5:3","28","under","H0853","HTo"
"1Ki 8:16","6","people","H0853","HTo"
"1Ki 8:16","9","Israel","H0853","HTo"
"1Ki 8:20","3","promise","H0853","HTo"
"1Ki 8:33","17","name","H0853","HTo"
"1Ki 8:42","7","name","H0853","HTo"
"1Ki 8:42","12","hand","H0853","HTo"
"1Ki 8:48","19","pray","H0853","HTo"
"1Ki 10:1","5","fame","H0853","HTo"
"1Ki 14:21","35","name","H0853","HTo"
"1Ki 18:32","2","stones","H0853","HTo"
"2Ki 23:34","3","Eliakim","H0853","HTo"
"2Ki 23:34","13","name","H0853","HTo"
"2Ki 23:34","18","Jehoahaz","H0853","HTo"
"2Ki 24:17","3","Mattaniah","H0853","HTo"
"2Ki 24:17","11","name","H0853","HTo"
"1Ch 1:46","9","Midian","H0853","HTo"
"1Ch 2:29","9","Ahban","H0853","HTo"
"1Ch 2:29","11","Molid","H0853","HTo"
"1Ch 4:41","13","tents","H0853","HTo"
"1Ch 4:41","17","Meunites","H0853","HTo"
"1Ch 11:20","13","spear","H0853","HTo"
"1Ch 12:31","15","David","H0853","HTo"
"1Ch 16:2","12","people","H0853","HTo"
"1Ch 17:8","9","all","H0853","HTo"
"1Ch 22:19","16","sanctuary","H0853","HTo"
"1Ch 22:19","21","ark","H0853","HTo"
"2Ch 6:5","6","people","H0853","HTo"
"2Ch 6:10","3","promise","H0853","HTo"
"2Ch 6:24","16","name","H0853","HTo"
"2Ch 6:38","19","pray","H0853","HTo"
"2Ch 7:16","8","house","H0853","HTo"
"2Ch 12:13","36","name","H0853","HTo"
"2Ch 36:4","3","Eliakim","H0853","HTo"
"2Ch 36:4","13","name","H0853","HTo"
"2Ch 36:4","20","Jehoahaz","H0853","HTo"
"Neh 1:9","8","though","H0853","HTo"
"Neh 1:9","29","name","H0853","HTo"
"Psa 72:19","8","whole","H0853","HTo"
"Psa 103:1","5","Lord","H0853","HTo"
"Psa 103:1","14","name","H0853","HTo"
"Psa 106:8","9","mighty power","H0853","HTo"
"Psa 142:7","9","name","H0853","HTo"
"Jer 7:12","18","what","H0853","HTo"
"Jer 12:16","5","ways","H0853","HTo"
"Jer 12:16","19","people","H0853","HTo"
"Jer 13:11","13","whole","H0853","HTo"
"Jer 13:11","17","whole","H0853","HTo"
"Jer 16:21","13","power","H0853","HTo"
"Jer 16:21","16","might","H0853","HTo"
"Jer 23:27","3","people","H0853","HTo"
"Jer 23:27","24","name","H0853","HTo"
"Eze 16:15","10","whorings","H0853","HTo"
"Eze 23:10","13","sword","H0853","HTo"
"Eze 24:2","6","name","H0853","HTo"
"Eze 24:2","10","very","H0853","HTo"
"Dan 9:15","8","people","H0853","HTo"
"Hos 2:17","2","names","H0853","HTo"
"Zep 1:4","17","remnant","H0853","HTo"
"Zep 1:4","21","name","H0853","HTo"
"Zec 5:4","28","timber","H0853","HTo"
"Zec 5:4","33","stones","H0853","HTo"
"Zec 13:2","10","names","H0853","HTo"
"Zec 13:2","28","prophets","H0853","HTo"
"Zec 13:2","30","spirit","H0853","HTo"
"1Sa 15:4","4","people","H0853","HTo"
"1Sa 23:8","3","all","H0853","HTo"
"1Ki 15:22","6","all","H0853","HTo"
"1Ki 15:22","12","stones","H0853","HTo"
"1Ki 15:22","16","timber","H0853","HTo"
"1Ki 15:22","29","Geba","H0853","HTo"
"1Ki 15:22","33","Mizpah","H0853","HTo"
"1Ch 15:28","5","ark","H0853","HTo"
"Isa 41:22","5","what","H0853","HTo"
"Isa 42:9","12","you","H0853","HTo"
"Jer 23:22","10","people","H0853","HTo"
"Deu 7:16","2","all","H0853","HTo"
"Deu 7:16","22","gods","H0853","HTo"
"Deu 25:12","2","hand","H0853","HTo"
"Eze 16:5","27","you","H0853","HTo"
"Eze 20:17","12","full end","H0853","HTo"
"1Sa 15:3","4","Amalek","H0853","HTo"
"1Sa 15:3","7","all","H0853","HTo"
"1Sa 15:9","39","devoted to destruction","H0853","HTo"
"2Sa 12:4","30","lamb","H0853","HTo"
"2Sa 12:6","3","lamb","H0853","HTo"
"2Sa 12:6","10","thing","H0853","HTo"
"2Ch 36:17","4","king","H0853","HTo"
"Jer 16:13","3","land","H0853","HTo"
"Jer 16:13","23","gods","H0853","HTo"
"Gen 33:11","3","blessing","H0853","HTo"
"Deu 7:2","13","make","H0853","HTo"
"Est 4:8","3","copy","H0853","HTo"
"Est 4:8","19","Esther","H0853","HTo"
"Psa 56:1","7","Philistines","H0853","HTo"
"Deu 7:12","6","rules","H0853","HTo"
"Deu 7:12","14","keep","H0853","HTo"
"Deu 7:12","21","covenant","H0853","HTo"
"Deu 7:12","24","steadfast love","H0853","HTo"
"1Sa 20:15","4","steadfast love","H0853","HTo"
"1Sa 20:15","19","enemies","H0853","HTo"
"2Sa 15:20","22","brothers","H0853","HTo"
"Est 2:9","15","cosmetics","H0853","HTo"
"Est 2:9","19","food","H0853","HTo"
"Est 2:9","24","seven","H0853","HTo"
"Est 2:9","41","young women","H0853","HTo"
"Psa 98:3","14","salvation","H0853","HTo"
"Psa 136:8","2","sun","H0853","HTo"
"Psa 136:9","2","moon","H0853","HTo"
"Psa 147:11","3","fear","H0853","HTo"
"Psa 147:11","7","hope","H0853","HTo"
"Dan 1:9","4","Daniel","H0853","HTo"
"Hos 10:12","18","Lord","H0853","HTo"
"Exo 27:5","2","under","H0853","HTo"
"Judg 20:43","2","Benjaminites","H0853","HTo"
"Hab 1:4","15","righteous","H0853","HTo"
"Gen 24:67","11","Rebekah","H0853","HTo"
"Job 2:11","5","all","H0853","HTo"
"Job 42:11","28","for","H0853","HTo"
"Ecc 4:1","4","all","H0853","HTo"
"Jer 16:7","13","cup","H0853","HTo"
"Eze 14:23","2","when","H0853","HTo"
"Eze 14:23","6","ways","H0853","HTo"
"Eze 14:23","9","deeds","H0853","HTo"
"Eze 14:23","18","all","H0853","HTo"
"Eze 16:54","12","them","H0853","HTo"
"Eze 31:16","10","Sheol","H0853","HTo"
"Eze 32:31","2","sees","H0853","HTo"
"Gen 6:6","6","man","H0853","HTo"
"1Sa 15:35","6","Saul","H0853","HTo"
"1Sa 15:35","22","Saul","H0853","HTo"
"Jer 15:6","3","declares","H0853","HTo"
"Jer 15:6","10","hand","H0853","HTo"
"Lev 19:27","9","edges","H0853","HTo"
"Jos 6:3","3","city","H0853","HTo"
"Jos 6:3","11","city","H0853","HTo"
"Jos 6:11","5","city","H0853","HTo"
"1Ki 7:24","7","ten","H0853","HTo"
"1Ki 7:24","15","sea","H0853","HTo"
"2Ch 4:3","5","ten","H0853","HTo"
"2Ch 4:3","13","sea","H0853","HTo"
"2Ch 23:7","6","king","H0853","HTo"
"Isa 15:8","5","land","H0853","HTo"
"Exo 13:18","4","people","H0853","HTo"
"Jos 16:6","10","on","H0853","HTo"
"Jos 19:14","4","boundary","H0853","HTo"
"1Sa 5:9","4","hand","H0853","HTo"
"1Sa 5:9","15","men","H0853","HTo"
"2Sa 20:12","28","Amasa","H0853","HTo"
"1Ki 8:14","5","blessed","H0853","HTo"
"1Ki 8:14","9","assembly","H0853","HTo"
"1Ch 10:14","10","kingdom","H0853","HTo"
"1Ch 16:43","14","household","H0853","HTo"
"2Ch 4:2","3","sea","H0853","HTo"
"2Ch 4:2","29","circumference","H0853","HTo"
"2Ch 6:3","4","around","H0853","HTo"
"2Ch 6:3","8","all","H0853","HTo"
"2Ch 23:2","6","Levites","H0853","HTo"
"Eze 10:16","16","wings","H0853","HTo"
"Num 21:4","11","land","H0853","HTo"
"Deu 2:3","7","mountain country","H0853","HTo"
"Jos 6:4","20","city","H0853","HTo"
"Jos 6:14","7","city","H0853","HTo"
"Judg 11:18","5","land","H0853","HTo"
"Judg 11:18","8","land","H0853","HTo"
"1Sa 7:16","16","Israel","H0853","HTo"
"1Sa 7:16","18","all","H0853","HTo"
"2Sa 18:15","7","Absalom","H0853","HTo"
"1Ki 7:15","2","two","H0853","HTo"
"1Ki 7:15","22","second","H0853","HTo"
"1Ki 7:23","3","sea","H0853","HTo"
"1Ki 7:23","24","its","H0853","HTo"
"2Ki 8:21","19","commanders","H0853","HTo"
"2Ki 8:21","23","Edomites","H0853","HTo"
"2Ki 16:18","1","covered way","H0853","HTo"
"2Ki 16:18","12","entrance","H0853","HTo"
"2Ch 13:13","4","ambush","H0853","HTo"
"2Ch 21:9","16","Edomites","H0853","HTo"
"2Ch 21:9","24","commanders","H0853","HTo"
"Psa 26:6","7","altar","H0853","HTo"
"Ecc 9:14","14","building","H0853","HTo"
"Song 3:2","14","loves","H0853","HTo"
"Song 3:3","13","loves","H0853","HTo"
"Song 5:7","14","veil","H0853","HTo"
"Gen 41:48","2","all","H0853","HTo"
"Exo 16:13","9","camp","H0853","HTo"
"Exo 25:11","3","gold","H0853","HTo"
"Exo 25:24","3","gold","H0853","HTo"
"Exo 30:3","3","gold","H0853","HTo"
"Exo 30:3","6","top","H0853","HTo"
"Exo 30:3","11","sides","H0853","HTo"
"Exo 30:3","14","horns","H0853","HTo"
"Exo 37:11","3","gold","H0853","HTo"
"Exo 37:26","3","gold","H0853","HTo"
"Exo 37:26","6","top","H0853","HTo"
"Exo 37:26","11","sides","H0853","HTo"
"Exo 37:26","14","horns","H0853","HTo"
"Exo 38:31","1","bases","H0853","HTo"
"Exo 38:31","7","bases","H0853","HTo"
"Exo 38:31","16","all","H0853","HTo"
"Exo 38:31","19","pegs","H0853","HTo"
"Exo 39:25","7","bells","H0853","HTo"
"Exo 39:26","18","Moses","H0853","HTo"
"Exo 40:33","3","court","H0853","HTo"
"Exo 40:33","12","screen","H0853","HTo"
"Exo 40:33","20","work","H0853","HTo"
"Lev 14:41","2","house","H0853","HTo"
"Lev 14:41","10","plaster","H0853","HTo"
"Num 1:50","5","Levites","H0853","HTo"
"Num 1:50","25","tabernacle","H0853","HTo"
"Num 1:50","27","all","H0853","HTo"
"Num 3:26","5","screen","H0853","HTo"
"Num 3:26","20","cords","H0853","HTo"
"Num 4:26","1","hangings","H0853","HTo"
"Num 4:26","6","screen","H0853","HTo"
"Num 4:26","21","cords","H0853","HTo"
"Num 4:26","30","all","H0853","HTo"
"Num 4:26","35","done","H0853","HTo"
"Num 11:32","20","quail","H0853","HTo"
"Num 35:2","2","people","H0853","HTo"
"Deu 12:10","3","Jordan","H0853","HTo"
"Deu 12:10","13","rest","H0853","HTo"
"Deu 25:19","27","memory","H0853","HTo"
"Jos 18:20","7","side","H0853","HTo"
"Jos 21:11","4","Kiriath-arba","H0853","HTo"
"1Sa 26:5","14","place","H0853","HTo"
"1Ki 3:1","9","daughter","H0853","HTo"
"1Ki 3:1","21","house","H0853","HTo"
"1Ki 3:1","24","house","H0853","HTo"
"1Ki 3:1","28","wall","H0853","HTo"
"1Ki 6:5","8","walls","H0853","HTo"
"1Ki 7:18","3","pomegranates","H0853","HTo"
"1Ki 7:18","17","capital","H0853","HTo"
"1Ki 18:35","9","trench","H0853","HTo"
"2Ki 17:15","2","statutes","H0853","HTo"
"2Ki 17:15","5","covenant","H0853","HTo"
"2Ki 17:15","14","warnings","H0853","HTo"
"2Ki 17:15","38","do","H0853","HTo"
"2Ki 25:10","8","walls","H0853","HTo"
"1Ch 6:55","4","Hebron","H0853","HTo"
"1Ch 6:55","12","pasturelands","H0853","HTo"
"2Ch 23:10","1","all","H0853","HTo"
"Jer 32:44","39","fortunes","H0853","HTo"
"Jer 52:14","1","all","H0853","HTo"
"Eze 5:2","15","third part","H0853","HTo"
"Eze 6:5","2","dead bodies","H0853","HTo"
"Eze 6:5","11","bones","H0853","HTo"
"Eze 16:57","18","around","H0853","HTo"
"Eze 40:5","25","thickness","H0853","HTo"
"Eze 40:14","2","vestibule","H0853","HTo"
"Eze 42:15","2","measuring","H0853","HTo"
"Eze 43:17","19","half","H0853","HTo"
"Eze 43:20","22","make atonement","H0853","HTo"
"Joe 3:12","13","all","H0853","HTo"
"Deu 4:31","17","covenant","H0853","HTo"
"Deu 30:3","5","fortunes","H0853","HTo"
"Isa 14:1","4","Jacob","H0853","HTo"
"Jer 12:15","5","again","H0853","HTo"
"Jer 42:12","6","remain","H0853","HTo"
"Jer 42:12","10","land","H0853","HTo"
"Hos 1:7","2","house","H0853","HTo"
"Hos 2:4","1","children","H0853","HTo"
"Gen 49:25","5","by","H0853","HTo"
"Eze 20:26","3","gifts","H0853","HTo"
"Neh 9:19","13","pillar","H0853","HTo"
"Neh 9:19","30","pillar","H0853","HTo"
"Neh 9:19","42","way","H0853","HTo"
"Psa 106:46","3","pitied","H0853","HTo"
"Lev 6:4","7","took","H0853","HTo"
"Lev 6:4","11","what","H0853","HTo"
"Lev 6:4","16","deposit","H0853","HTo"
"Lev 6:4","26","lost thing","H0853","HTo"
"Num 5:7","2","sin","H0853","HTo"
"Num 5:7","9","wrong","H0853","HTo"
"Gen 23:6","12","dead","H0853","HTo"
"Gen 23:6","25","tomb","H0853","HTo"
"Gen 23:15","19","dead","H0853","HTo"
"Gen 35:29","14","Esau","H0853","HTo"
"Gen 37:18","11","against","H0853","HTo"
"Gen 37:18","14","kill","H0853","HTo"
"Gen 38:10","6","him","H0853","HTo"
"Gen 42:20","5","brother","H0853","HTo"
"Gen 50:26","9","put","H0853","HTo"
"Exo 9:6","8","thing","H0853","HTo"
"Exo 14:30","5","Israel","H0853","HTo"
"Exo 14:30","14","Egyptians","H0853","HTo"
"Exo 21:18","8","other","H0853","HTo"
"Exo 21:28","5","man","H0853","HTo"
"Exo 21:28","8","woman","H0853","HTo"
"Exo 21:28","15","flesh","H0853","HTo"
"Exo 21:35","11","live","H0853","HTo"
"Exo 21:35","15","ox","H0853","HTo"
"Exo 21:35","18","price","H0853","HTo"
"Exo 21:35","24","dead","H0853","HTo"
"Lev 8:35","13","charged","H0853","HTo"
"Lev 10:2","8","died","H0853","HTo"
"Lev 15:31","2","people","H0853","HTo"
"Lev 15:31","17","tabernacle","H0853","HTo"
"Lev 16:13","3","incense","H0853","HTo"
"Lev 16:13","16","mercy seat","H0853","HTo"
"Lev 19:20","7","woman","H0853","HTo"
"Lev 20:4","8","eyes","H0853","HTo"
"Lev 20:4","25","him","H0853","HTo"
"Lev 20:9","6","father","H0853","HTo"
"Lev 20:9","9","mother","H0853","HTo"
"Lev 20:10","6","wife","H0853","HTo"
"Lev 20:10","10","neighbor","H0853","HTo"
"Lev 20:11","6","wife","H0853","HTo"
"Lev 20:12","5","daughter-in-law","H0853","HTo"
"Lev 20:15","13","animal","H0853","HTo"
"Lev 20:16","14","woman","H0853","HTo"
"Lev 20:16","17","animal","H0853","HTo"
"Lev 20:20","5","uncle’s","H0853","HTo"
"Lev 20:27","18","blood","H0853","HTo"
"Num 1:51","7","Levites","H0853","HTo"
"Num 1:51","17","Levites","H0853","HTo"
"Num 3:10","3","Aaron","H0853","HTo"
"Num 3:10","6","sons","H0853","HTo"
"Num 3:10","10","priesthood","H0853","HTo"
"Num 4:15","9","sanctuary","H0853","HTo"
"Num 4:15","11","all","H0853","HTo"
"Num 4:20","7","holy things","H0853","HTo"
"Num 15:36","1","all","H0853","HTo"
"Num 15:36","15","stones","H0853","HTo"
"Num 15:36","22","Moses","H0853","HTo"
"Num 18:7","9","priesthood","H0853","HTo"
"Num 18:7","25","priesthood","H0853","HTo"
"Num 19:13","16","tabernacle","H0853","HTo"
"Num 20:4","5","assembly","H0853","HTo"
"Num 20:26","2","Aaron","H0853","HTo"
"Num 20:26","4","garments","H0853","HTo"
"Num 20:26","9","Eleazar","H0853","HTo"
"Num 20:28","3","Aaron","H0853","HTo"
"Num 20:28","5","garments","H0853","HTo"
"Num 20:28","11","Eleazar","H0853","HTo"
"Num 23:10","7","fourth part","H0853","HTo"
"Num 26:10","4","mouth","H0853","HTo"
"Num 26:10","8","Korah","H0853","HTo"
"Num 26:10","10","Korah","H0853","HTo"
"Num 26:10","22","250","H0853","HTo"
"Num 35:19","5","murderer","H0853","HTo"
"Num 35:21","20","murderer","H0853","HTo"
"Deu 4:22","12","Jordan","H0853","HTo"
"Deu 4:22","23","land","H0853","HTo"
"Deu 5:25","19","voice","H0853","HTo"
"Deu 17:5","5","man","H0853","HTo"
"Deu 17:5","11","woman","H0853","HTo"
"Deu 17:5","22","thing","H0853","HTo"
"Deu 17:5","27","man","H0853","HTo"
"Deu 17:5","31","woman","H0853","HTo"
"Deu 17:12","19","Lord","H0853","HTo"
"Deu 21:22","11","on","H0853","HTo"
"Deu 22:21","3","young woman","H0853","HTo"
"Deu 22:25","9","young woman","H0853","HTo"
"Jos 11:17","22","kings","H0853","HTo"
"Jos 24:33","8","Gibeah","H0853","HTo"
"Judg 4:21","7","peg","H0853","HTo"
"Judg 4:21","11","hammer","H0853","HTo"
"Judg 4:21","23","peg","H0853","HTo"
"Judg 9:49","22","stronghold","H0853","HTo"
"Judg 10:2","2","Israel","H0853","HTo"
"Judg 12:7","3","Israel","H0853","HTo"
"Judg 20:13","5","men","H0853","HTo"
"1Sa 2:33","12","eyes","H0853","HTo"
"1Sa 2:33","18","heart","H0853","HTo"
"1Sa 17:50","13","Philistine","H0853","HTo"
"1Sa 17:51","8","sword","H0853","HTo"
"1Sa 17:51","21","head","H0853","HTo"
"1Sa 19:5","2","life","H0853","HTo"
"1Sa 19:5","10","Philistine","H0853","HTo"
"1Sa 19:5","30","David","H0853","HTo"
"1Sa 20:33","4","spear","H0853","HTo"
"1Sa 20:33","19","David","H0853","HTo"
"1Sa 25:37","16","things","H0853","HTo"
"1Sa 25:38","8","Nabal","H0853","HTo"
"1Sa 28:3","22","necromancers","H0853","HTo"
"1Sa 30:2","3","women","H0853","HTo"
"1Sa 31:7","28","cities","H0853","HTo"
"2Sa 3:30","11","Asahel","H0853","HTo"
"2Sa 3:37","20","Abner","H0853","HTo"
"2Sa 4:7","21","head","H0853","HTo"
"2Sa 4:7","23","went","H0853","HTo"
"2Sa 10:18","19","Shobach","H0853","HTo"
"2Sa 14:6","22","other","H0853","HTo"
"2Sa 14:6","24","him","H0853","HTo"
"2Sa 17:23","11","donkey","H0853","HTo"
"2Sa 20:3","10","ten","H0853","HTo"
"1Ki 2:37","7","brook","H0853","HTo"
"1Ki 2:46","4","Benaiah","H0853","HTo"
"1Ki 3:20","7","son","H0853","HTo"
"1Ki 3:20","26","son","H0853","HTo"
"1Ki 3:21","6","child","H0853","HTo"
"1Ki 11:40","5","Jeroboam","H0853","HTo"
"1Ki 16:18","18","house","H0853","HTo"
"1Ki 16:22","8","people","H0853","HTo"
"1Ki 22:37","8","king","H0853","HTo"
"2Ki 7:20","6","people","H0853","HTo"
"2Ki 11:2","9","Joash","H0853","HTo"
"2Ki 11:2","13","from","H0853","HTo"
"2Ki 11:2","24","nurse","H0853","HTo"
"2Ki 11:2","26","nurse","H0853","HTo"
"2Ki 11:2","35","from","H0853","HTo"
"2Ki 11:20","10","Athaliah","H0853","HTo"
"2Ki 15:14","10","Shallum","H0853","HTo"
"2Ki 16:9","18","Rezin","H0853","HTo"
"2Ki 23:29","28","him","H0853","HTo"
"2Ki 25:21","1","king","H0853","HTo"
"2Ki 25:25","22","Gedaliah","H0853","HTo"
"2Ki 25:25","26","Jews","H0853","HTo"
"2Ki 25:25","30","Chaldeans","H0853","HTo"
"1Ch 2:19","7","Ephrath","H0853","HTo"
"1Ch 2:19","12","Hur","H0853","HTo"
"1Ch 19:18","20","Shophach","H0853","HTo"
"2Ch 22:10","12","all","H0853","HTo"
"2Ch 22:11","6","Joash","H0853","HTo"
"2Ch 22:11","18","nurse","H0853","HTo"
"2Ch 22:11","20","nurse","H0853","HTo"
"2Ch 22:11","45","from","H0853","HTo"
"2Ch 23:21","10","Athaliah","H0853","HTo"
"Psa 105:29","2","waters","H0853","HTo"
"Psa 105:29","8","fish","H0853","HTo"
"Ecc 4:2","3","dead","H0853","HTo"
"Isa 65:20","13","days","H0853","HTo"
"Jer 21:6","2","inhabitants","H0853","HTo"
"Jer 21:6","9","man","H0853","HTo"
"Jer 21:6","13","beast","H0853","HTo"
"Jer 22:10","21","land","H0853","HTo"
"Jer 22:12","6","there","H0853","HTo"
"Jer 22:12","15","land","H0853","HTo"
"Jer 22:26","2","mother","H0853","HTo"
"Jer 22:26","4","mother","H0853","HTo"
"Jer 26:24","13","to","H0853","HTo"
"Jer 38:9","10","all","H0853","HTo"
"Jer 38:9","18","by","H0853","HTo"
"Jer 41:2","13","Gedaliah","H0853","HTo"
"Jer 41:2","25","governor","H0853","HTo"
"Jer 41:4","8","Gedaliah","H0853","HTo"
"Jer 43:3","6","to","H0853","HTo"
"Jer 43:3","13","hand","H0853","HTo"
"Jer 43:3","22","exile","H0853","HTo"
"Jer 43:3","25","Babylon","H0853","HTo"
"Jer 52:27","1","king","H0853","HTo"
"Eze 3:19","27","soul","H0853","HTo"
"Eze 12:13","2","net","H0853","HTo"
"Eze 12:13","12","Babylon","H0853","HTo"
"Eze 12:13","18","not","H0853","HTo"
"Eze 18:31","5","all","H0853","HTo"
"2Ch 36:3","8","land","H0853","HTo"
"Deu 25:1","14","innocent","H0853","HTo"
"Deu 25:1","18","guilty","H0853","HTo"
"2Sa 4:11","7","man","H0853","HTo"
"2Sa 4:11","20","blood","H0853","HTo"
"2Sa 4:11","29","earth","H0853","HTo"
"Psa 37:28","8","saints","H0853","HTo"
"Psa 145:20","3","all","H0853","HTo"
"Psa 145:20","7","all","H0853","HTo"
"Psa 146:9","3","sojourners","H0853","HTo"
"Pro 5:22","4","wicked","H0853","HTo"
"Eze 21:29","14","necks","H0853","HTo"
"Zep 1:3","21","mankind","H0853","HTo"
"Lev 25:28","19","year","H0853","HTo"
"Lev 25:52","15","redemption","H0853","HTo"
"Judg 9:56","3","evil","H0853","HTo"
"Judg 9:56","13","seventy","H0853","HTo"
"Judg 9:57","3","evil","H0853","HTo"
"2Sa 16:8","16","kingdom","H0853","HTo"
"Exo 18:13","9","people","H0853","HTo"
"Exo 18:16","17","statutes","H0853","HTo"
"Exo 18:16","22","laws","H0853","HTo"
"Exo 18:22","3","people","H0853","HTo"
"Exo 18:26","3","people","H0853","HTo"
"Exo 18:26","11","case","H0853","HTo"
"Deu 16:18","23","people","H0853","HTo"
"Deu 17:9","21","decision","H0853","HTo"
"Judg 4:4","9","Israel","H0853","HTo"
"Judg 10:3","8","Israel","H0853","HTo"
"Judg 12:8","7","Israel","H0853","HTo"
"Judg 12:9","24","Israel","H0853","HTo"
"Judg 12:11","7","Israel","H0853","HTo"
"Judg 12:11","10","Israel","H0853","HTo"
"Judg 12:13","9","Israel","H0853","HTo"
"Judg 12:14","15","Israel","H0853","HTo"
"Judg 15:20","2","Israel","H0853","HTo"
"Judg 16:31","10","brought him up","H0853","HTo"
"Judg 16:31","15","Zorah","H0853","HTo"
"Judg 16:31","29","Israel","H0853","HTo"
"1Sa 3:13","7","house","H0853","HTo"
"1Sa 7:15","3","Israel","H0853","HTo"
"1Sa 7:17","14","Israel","H0853","HTo"
