"strong","word","occurrence_count","ib_relevance"
"G0971","forces his way","1","Could impact IB"
"G0971","suffered violence","1","Could impact IB"
"G0973","violent","1","Could impact IB"
"G0976","books","1","Could impact IB"
"G0977","eaten","1","Not relevant"
"G0980","live","1","Not relevant"
"G0981","life","1","Could impact IB"
"G0982","cases","1","Not relevant"
"G0984","harm","1","Could impact IB"
"G0984","hurt","1","Could impact IB"
"G0986","blastus","1","Could impact IB"
"G0990","saw","1","Not relevant"
"G0991","attention","1","IB related"
"G0991","facing","1","Could impact IB"
"G0991","gaze at","1","Could impact IB"
"G0991","look at","1","Could impact IB"
"G0991","looked","1","Could impact IB"
"G0991","looking on","1","Could impact IB"
"G0991","seen exposed","1","Could impact IB"
"G0991","sees in","1","Not relevant"
"G0991","take heed","1","Could impact IB"
"G0991","watch","1","Could impact IB"
"G0991","watch out","1","Could impact IB"
"G0993","boanerges","1","Not relevant"
"G0995","cries","1","Could impact IB"
"G0996","help","1","Could impact IB"
"G0996","supports","1","Could impact IB"
"G0997","helped","1","Could impact IB"
"G0998","helper","1","Could impact IB"
"G1000","throw","1","Not relevant"
"G1004","mire","1","Could impact IB"
"G1007","beor","1","Not relevant"
"G1008","crop","1","Could impact IB"
"G1009","clusters","1","Could impact IB"
"G1015","hill","1","Could impact IB"
"G1015","hills","1","Could impact IB"
"G1018","rule","1","Could impact IB"
"G1019","delay","1","Could impact IB"
"G1019","slow","1","Could impact IB"
"G1020","slowly","1","Could impact IB"
"G1022","slowness","1","Could impact IB"
"G1024","briefly","1","Could impact IB"
"G1024","little while","1","Not relevant"
"G1025","childhood","1","Could impact IB"
"G1026","fall","1","Not relevant"
"G1027","thundered","1","Could impact IB"
"G1029","restraint","1","Could impact IB"
"G1031","ground","1","Could impact IB"
"G1032","pour","1","Not relevant"
"G1034","eat","1","Not relevant"
"G1035","meal","1","Could impact IB"
"G1036","plunge","1","Could impact IB"
"G1040","fine linen","1","Could impact IB"
"G1041","altar","1","Not relevant"
"G1042","gabbatha","1","Not relevant"
"G1044","gangrene","1","Could impact IB"
"G1046","gadarenes","1","Could impact IB"
"G1047","treasure","1","Not relevant"
"G1048","gaza","1","Not relevant"
"G1049","treasury","1","Could impact IB"
"G1050G","gaius","1","Not relevant"
"G1050J","gaius","1","Not relevant"
"G1052","galatians","1","Could impact IB"
"G1057","galilee","1","Not relevant"
"G1060","marriage","1","Could impact IB"
"G1060","married man","1","Could impact IB"
"G1060","married woman","1","Could impact IB"
"G1061","marriage","1","Could impact IB"
"G1062","wedding hall","1","Could impact IB"
"G1064","gluttons","1","Could impact IB"
"G1064","womb","1","Could impact IB"
"G1066","gideon","1","Not relevant"
"G1071","laughter","1","Could impact IB"
"G1072","fill","1","Could impact IB"
"G1072","filling","1","Could impact IB"
"G1072","up","1","Not relevant"
"G1075","descent","1","Could impact IB"
"G1078","birth","1","Could impact IB"
"G1078","genealogy","1","Could impact IB"
"G1078","life","1","Could impact IB"
"G1078","natural","1","Could impact IB"
"G1079","birth","1","Could impact IB"
"G1080","bear","1","Not relevant"
"G1080","bearing","1","Not relevant"
"G1080","breed","1","Could impact IB"
"G1080","conceived","1","Could impact IB"
"G1080","delivered","1","Could impact IB"
"G1080","father i became","1","Could impact IB"
"G1080","native","1","Could impact IB"
"G1081H","harvest","1","Could impact IB"
"G1082","gennesaret","1","Not relevant"
"G1083","birth","1","Could impact IB"
"G1087","senate","1","Could impact IB"
"G1088","old","1","Not relevant"
"G1089","eat","1","Not relevant"
"G1089","eaten","1","Not relevant"
"G1090","cultivated","1","Could impact IB"
"G1091","field","1","Not relevant"
"G1092","vinedresser","1","Could impact IB"
"G1093G","earth’s","1","Not relevant"
"G1093H","ashore","1","Could impact IB"
"G1093I","earth","1","Not relevant"
"G1094","old age","1","Could impact IB"
"G1095","growing old","1","Could impact IB"
"G1095","old","1","Not relevant"
"G1098","new wine","1","Not relevant"
"G1100","talk","1","Could impact IB"
"G1102","one","1","Not relevant"
"G1104","genuinely","1","IB related"
"G1105","darkness","1","Could impact IB"
"G1109","familiar","1","Could impact IB"
"G1111","did","1","Not relevant"
"G1111","grumbling","1","Could impact IB"
"G1111","muttering","1","Could impact IB"
"G1112","complaint","1","Could impact IB"
"G1112","grumbling","1","Could impact IB"
"G1112","muttering","1","Could impact IB"
"G1113","grumblers","1","Could impact IB"
"G1114","impostors","1","Could impact IB"
"G1119","knelt","1","Could impact IB"
"G1120","knelt before","1","Could impact IB"
"G1122","town clerk","1","Could impact IB"
"G1123","written","1","Could impact IB"
"G1124","writings","1","Could impact IB"
"G1125","letter","1","Could impact IB"
"G1125","scripture","1","Could impact IB"
"G1125","warn","1","Could impact IB"
"G1125","writes","1","Could impact IB"
"G1125","written down","1","Could impact IB"
"G1126","silly","1","Could impact IB"
"G1127","alert","1","Could impact IB"
"G1128","train","1","Could impact IB"
"G1129","training","1","Could impact IB"
"G1131","bare","1","Could impact IB"
"G1131","poorly clothed","1","Could impact IB"
"G1131","stripped","1","Could impact IB"
"G1132","exposure","1","Could impact IB"
"G1134","woman","1","Not relevant"
"G1135G","bride","1","Could impact IB"
"G1135G","wife","1","Not relevant"
"G1135G","woman’s","1","Not relevant"
"G1135G","women’s","1","Not relevant"
"G1135H","betrothed","1","Could impact IB"
"G1135H","wife’s","1","Not relevant"
"G1136","gog","1","Could impact IB"
"G1137","corner","1","Could impact IB"
"G1138","david’s","1","Not relevant"
"G1140","divinities","1","Could impact IB"
"G1140","them","1","Not relevant"
"G1141","demonic","1","Could impact IB"
"G1142","demon","1","Could impact IB"
"G1142","demonic","1","Could impact IB"
"G1143","bite","1","Could impact IB"
"G1146","ring","1","Not relevant"
"G1147","fingers","1","Not relevant"
"G1149","dalmatia","1","Not relevant"
"G1150","subdue","1","Could impact IB"
"G1150","tame","1","Could impact IB"
"G1151","heifer","1","Could impact IB"
"G1152","damaris","1","Not relevant"
"G1155","borrow","1","Could impact IB"
"G1156","debt","1","Could impact IB"
"G1157","moneylender","1","Could impact IB"
"G1158","daniel","1","Not relevant"
"G1159","expenses","1","Could impact IB"
"G1160","cost","1","Could impact IB"
"G1164","example","1","Could impact IB"
"G1166","display","1","Could impact IB"
"G1166","shows","1","Could impact IB"
"G1170","certain man","1","Not relevant"
"G1172","eat","1","Not relevant"
"G1172","eaten","1","Not relevant"
"G1173","dinner","1","Could impact IB"
"G1173","meal","1","Could impact IB"
"G1174","religious","1","Could impact IB"
"G1175","religion","1","Could impact IB"
"G1178","two miles","1","Could impact IB"
"G1183","paid tithes","1","Could impact IB"
"G1183","received tithes","1","Could impact IB"
"G1184","acceptable to","1","Could impact IB"
"G1184","favorable","1","Could impact IB"
"G1187","spearmen","1","Could impact IB"
"G1188","right side","1","Could impact IB"
"G1192","goats","1","Not relevant"
"G1194","strike","1","Could impact IB"
"G1194","strikes","1","Could impact IB"
"G1195","binding","1","Could impact IB"
"G1195","tie up","1","Could impact IB"
"G1196","bound","1","Could impact IB"
"G1197","bundles","1","Could impact IB"
"G1198","prison","1","Could impact IB"
"G1199","bond","1","Could impact IB"
"G1199","prison","1","Could impact IB"
"G1199","tongue","1","Could impact IB"
"G1204","go","1","Not relevant"
"G1204","prevented","1","Could impact IB"
"G1208","afterward","1","Could impact IB"
"G1208","once more","1","Not relevant"
"G1208","twice","1","Could impact IB"
"G1209","receives him","1","Could impact IB"
"G1209","refused","1","Could impact IB"
"G1210","bonds","1","Could impact IB"
"G1210","constrained","1","Could impact IB"
"G1210","imprisoned","1","Could impact IB"
"G1211","apart","1","Could impact IB"
"G1211","indeed","1","Not relevant"
"G1211","so","1","Not relevant"
"G1212","betrays","1","Could impact IB"
"G1212","evident","1","Could impact IB"
"G1212","plain","1","Not relevant"
"G1213","disclose","1","Could impact IB"
"G1213","indicating","1","Could impact IB"
"G1213","made clear","1","Could impact IB"
"G1213","made known","1","Could impact IB"
"G1213","reported","1","Could impact IB"
"G1217","builder","1","Not relevant"
"G1218","people","1","Not relevant"
"G1219","publicly","1","Could impact IB"
"G1222","surely","1","Not relevant"
"G1224","crossed","1","Could impact IB"
"G1224","over","1","Not relevant"
"G1224","pass","1","Not relevant"
"G1225","brought","1","Not relevant"
"G1226","insist","1","Could impact IB"
"G1226","make confident assertions","1","Could impact IB"
"G1229","giving notice","1","Could impact IB"
"G1229","proclaim","1","Could impact IB"
"G1229","proclaimed","1","Could impact IB"
"G1230","passed","1","Not relevant"
"G1230","past","1","Could impact IB"
"G1231","decide","1","IB related"
"G1231","determine","1","IB related"
"G1232","made known","1","Could impact IB"
"G1233","decision","1","IB related"
"G1235","fully awake","1","Could impact IB"
"G1236","lead","1","Could impact IB"
"G1236","passing our days","1","Not relevant"
"G1237","turn","1","Not relevant"
"G1239","distribute","1","Could impact IB"
"G1239","divides","1","Not relevant"
"G1239","hand over","1","Not relevant"
"G1240","succeeded","1","Could impact IB"
"G1241","put on","1","Not relevant"
"G1241","tied","1","Could impact IB"
"G1241","wrapped around","1","Could impact IB"
"G1244","apportions","1","Could impact IB"
"G1244","divided","1","Not relevant"
"G1246","refuted","1","Could impact IB"
"G1248","distribution","1","Could impact IB"
"G1248","serving","1","Could impact IB"
"G1249","attendants","1","Could impact IB"
"G1249","coworker","1","Could impact IB"
"G1249","ministers","1","Could impact IB"
"G1250","1,260","1","Not relevant"
"G1250","276","1","Not relevant"
"G1251","hearing","1","Could impact IB"
"G1254","prevented","1","Could impact IB"
"G1255","discussed","1","Could impact IB"
"G1255","talked about","1","Could impact IB"
"G1257","ceased","1","Could impact IB"
"G1262","dispersed","1","Could impact IB"
"G1263","bore witness","1","Could impact IB"
"G1263","solemnly warned","1","Could impact IB"
"G1263","testifies","1","Could impact IB"
"G1263","warn","1","Could impact IB"
"G1265","continuing","1","Could impact IB"
"G1265","preserved","1","Could impact IB"
"G1265","remained","1","Could impact IB"
"G1265","stayed","1","Could impact IB"
"G1266","distributing","1","Could impact IB"
"G1268","spread","1","Not relevant"
"G1269","making signs","1","Could impact IB"
"G1272","explaining","1","Could impact IB"
"G1272","first opens","1","Not relevant"
"G1274","finished","1","Could impact IB"
"G1275","forever","1","Not relevant"
"G1275","regularly","1","Could impact IB"
"G1276","cross","1","Could impact IB"
"G1276","crossed","1","Could impact IB"
"G1279","going","1","Could impact IB"
"G1279","going by","1","Could impact IB"
"G1279","passing","1","Not relevant"
"G1279","way","1","Not relevant"
"G1279","way through","1","Not relevant"
"G1281","business","1","Could impact IB"
"G1285","explain","1","Could impact IB"
"G1285","reported","1","Could impact IB"
"G1286","extort money","1","Could impact IB"
"G1287","scattered abroad","1","Could impact IB"
"G1287","squandered","1","Could impact IB"
"G1287","wasting","1","Could impact IB"
"G1292","interval","1","Could impact IB"
"G1293","distinct","1","Could impact IB"
"G1296","appointed","1","Not relevant"
"G1296","delivered","1","Could impact IB"
"G1297","edict","1","Could impact IB"
"G1298","greatly troubled","1","Could impact IB"
"G1300","continued","1","Could impact IB"
"G1301","keep","1","Not relevant"
"G1301","treasured up","1","Could impact IB"
"G1304","spent time","1","Could impact IB"
"G1305","food","1","Not relevant"
"G1306","dawns","1","Could impact IB"
"G1307","transparent","1","Could impact IB"
"G1309","escape","1","Could impact IB"
"G1313","differ","1","Could impact IB"
"G1313","excellent","1","Could impact IB"
"G1313","more excellent","1","Could impact IB"
"G1313","various","1","Not relevant"
"G1314","guard","1","Could impact IB"
"G1315","kill","1","Not relevant"
"G1315","killed","1","Not relevant"
"G1318","taught by","1","Could impact IB"
"G1319","instruction","1","Could impact IB"
"G1321","directed","1","Could impact IB"
"G1322","doctrine","1","Could impact IB"
"G1322","instruction","1","Could impact IB"
"G1322","lesson","1","Could impact IB"
"G1322","taught","1","Could impact IB"
"G1322","teachings","1","Could impact IB"
"G1323","tax","1","Could impact IB"
"G1323","two-drachma tax","1","Could impact IB"
"G1326","awoke","1","Could impact IB"
"G1326","became rough","1","Could impact IB"
"G1326","stir","1","Could impact IB"
"G1326","stirring up","1","Could impact IB"
"G1326","up","1","Not relevant"
"G1327","main roads","1","Could impact IB"
"G1328","interpret","1","Could impact IB"
"G1329","interpreted","1","Could impact IB"
"G1329","interprets","1","Could impact IB"
"G1329","translated","1","Could impact IB"
"G1330","come","1","Not relevant"
"G1330","cross","1","Could impact IB"
"G1330","go over","1","Not relevant"
"G1330","gone","1","Not relevant"
"G1330","pass through","1","Not relevant"
"G1330","passed along","1","Not relevant"
"G1330","passed through","1","Not relevant"
"G1330","passing","1","Not relevant"
"G1330","passing along","1","Not relevant"
"G1330","spread","1","Not relevant"
"G1330","there","1","Not relevant"
"G1330","traveled","1","Could impact IB"
"G1330","visit","1","Could impact IB"
"G1330","went abroad","1","Could impact IB"
"G1330","went through","1","Not relevant"
"G1331","made inquiry","1","Could impact IB"
"G1332","two","1","Not relevant"
"G1332","years","1","Not relevant"
"G1333","two","1","Not relevant"
"G1333","two years","1","Not relevant"
"G1333","years","1","Not relevant"
"G1334","declare","1","Could impact IB"
"G1334","declared","1","Could impact IB"
"G1334","describe","1","Could impact IB"
"G1334","told","1","Not relevant"
"G1335","narrative","1","Could impact IB"
"G1336","continually","1","Could impact IB"
"G1336","forever","1","Not relevant"
"G1337","reef","1","Could impact IB"
"G1338","piercing","1","Could impact IB"
"G1339","interval","1","Could impact IB"
"G1339","parted","1","Not relevant"
"G1340","insisted","1","Could impact IB"
"G1340","insisting","1","Could impact IB"
"G1351","double-tongued","1","Could impact IB"
"G1353","passed through","1","Not relevant"
"G1353","went","1","Not relevant"
"G1354","dionysius","1","Could impact IB"
"G1356","fell from","1","Not relevant"
"G1356","the sky","1","Could impact IB"
"G1357","reformation","1","Could impact IB"
