strongNumber,stepGloss,stepTransliteration,language,count
H6825,Zepho,tse.pho tse.phi,Hebrew,3
H6826,plating,tsip.puy,Hebrew,5
H6828G,north,tsa.phon,Hebrew,150
H6828H,Zaphon,tsa.phon,Hebrew,3
H6829,Zaphon,tsa.phon,Hebrew,1
H6830,northern,tse.pho.ni,Hebrew,1
H6832,dung,tsa.phi.a,Hebrew,4
H6833,bird,tsip.por,Hebrew,40
H6834,Zippor,tsip.por,Hebrew,7
H6835,jar,tsap.pa.chat,Hebrew,7
H6836,watch,tse.piy.yah,Hebrew,1
H6838,flatbread,tse.phi.chit,Hebrew,1
H6839,Zophim,tso.phim,Hebrew,1
H6841,male goat,tse.phir,Hebrew,1
H6842,male goat,tsa.phir,Hebrew,6
H6843,diadem/doom,tse.phi.rah,Hebrew,3
H6844,rug,tsa.phit,Hebrew,1
H6845,to treasure,tsa.phan,Hebrew,38
H6846G,Zephaniah,tse.phan.ya.hu,Hebrew,6
H6846H,Zephaniah,tse.phan.ya.hu,Hebrew,1
H6846I,Zephaniah,tse.phan.ya.hu,Hebrew,2
H6847,Zaphenath-paneah,tsa.phe.nat pa.ne.ach,Hebrew,2
H6848A,serpent,tse.pha,Hebrew,1
H6848B,serpent,tsiph.o.ni,Hebrew,4
H6849,offshoot,tse.phi.ah,Hebrew,1
H6850,to whisper,tsa.phaph,Hebrew,4
H6851,willow,tsaph.tsa.phah,Hebrew,1
H6852,to depart,tsa.phar,Hebrew,1
H6853,bird,tse.phar,Hebrew,4
H6854,frog,tse.phar.de.a,Hebrew,13
H6855,Zipporah,tsip.po.rah,Hebrew,3
H6856,fingernail,tsip.po.ren,Hebrew,2
H6857,Zephath,tse.phat,Hebrew,1
H6858,capital,tse.phet,Hebrew,1
H6859,Zephathah,tse.pha.tah,Hebrew,1
H6860,Ziklag,tsiq.lag,Hebrew,15
H6861,sack,tsiq.qa.lon,Hebrew,1
H6864,flint,tsor,Hebrew,2
H6865,Tyre,tsor,Hebrew,42
H6866,to burn,tsa.rav,Hebrew,1
H6867A,burning,tsa.rav,Hebrew,1
H6867B,scar,tsa.re.vet,Hebrew,2
H6868G,Zeredah,tse.re.dah,Hebrew,1
H6870G,Zeruiah,tse.ru.yah,Hebrew,26
H6871,Zeruah,tse.ru.ah,Hebrew,1
H6872C,Zeror,tse.ror,Hebrew,1
H6873,to cry,tsa.rach,Hebrew,2
H6874,Zeri,tse.ri,Hebrew,1
H6875,balsam,tso.ri,Hebrew,6
H6876,Tyrian,tso.ri,Hebrew,5
H6877,stronghold,tse.ri.ach,Hebrew,4
H6878,need,tso.rekh,Hebrew,1
H6879,be leprous,tsa.ra,Hebrew,20
H6880,hornet,tsir.ah,Hebrew,3
H6881,Zorah,tsor.ah,Hebrew,10
H6882,Zorathite,tsor.a.ti,Hebrew,3
H6883,leprosy,tsa.ra.at,Hebrew,35
H6884,to refine,tsa.raph,Hebrew,36
H6885,goldsmith,tso.re.phi,Hebrew,1
H6886,Zarephath,tsa.re.phat,Hebrew,3
H6888,Zererah,tse.re.rah,Hebrew,1
H6891,Zarethan,tsa.re.tan,Hebrew,3
H6892A,vomit,qe,Hebrew,1
H6892B,vomit,qi,Hebrew,3
H6893,pelican,qa.at,Hebrew,5
H6894,kab,qav,Hebrew,1
H6895,to curse,qa.vav,Hebrew,14
H6896,stomach,qe.vah,Hebrew,1
H6897,belly,qo.vah,Hebrew,1
H6898,tent,qub.bah,Hebrew,1
H6899,collection,qib.buts,Hebrew,1
H6900,tomb,qe.vu.rah,Hebrew,14
H6901,to receive,qa.val,Hebrew,16
H6902,to receive,qab.bel,Hebrew,3
H6903G,before,qo.vel,Hebrew,7
H6903H,before: because,qo.vel,Hebrew,22
H6904,battering-ram,qe.vol,Hebrew,1
H6905H,before,qa.val,Hebrew,1
H6906,to rob,qa.va,Hebrew,6
H6907,dreg,qub.ba.at,Hebrew,2
H6908,to gather,qa.vats,Hebrew,127
H6909,Kabzeel,qav.tse.el,Hebrew,3
H6910,gathering,qe.vu.tsah,Hebrew,1
H6912,to bury,qa.var,Hebrew,133
H6913,grave,qe.ver,Hebrew,67
H6914,Kibroth-hattaavah,qiv.rot hat.ta.a.vah,Hebrew,10
H6915,to bow,qa.dad,Hebrew,15
H6916,cassia,qid.dah,Hebrew,2
H6917,ancient,qa.dum,Hebrew,1
H6919,to kindle,qa.dach,Hebrew,5
H6920,fever,qad.da.chat,Hebrew,2
H6921,east,qa.dim,Hebrew,69
H6923,to meet,qa.dam,Hebrew,26
H6924A,East,qe.dem,Hebrew,6
H6924B,east,qe.dem,Hebrew,26
H6924G,front: east,qe.dem,Hebrew,22
H6924H,front: old,qe.dem,Hebrew,32
H6924I,front: forward,qe.dem,Hebrew,1
H6925,before,qo.dam,Hebrew,54
H6926,east,qid.mah,Hebrew,4
H6927,former,qad.mah,Hebrew,6
H6928,previously,qad.mah,Hebrew,2
H6930,eastern,qad.mon,Hebrew,1
H6931G,eastern,qad.mo.ni,Hebrew,6
H6931H,eastern: older,qad.mo.ni,Hebrew,4
H6932,Kedemoth,qe.de.mot,Hebrew,4
H6933,first,qad.may,Hebrew,3
H6934,Kadmiel,qad.mi.el,Hebrew,8
H6936,crown,qod.qod,Hebrew,11
H6938,Kedar,qe.dar,Hebrew,12
H6939,Kidron,qid.ron,Hebrew,11
H6940,darkness,qad.rut,Hebrew,1
H6943G,Kedesh,qe.desh,Hebrew,9
H6943J,Kedesh,qe.desh,Hebrew,1
H6946G,Kadesh,qa.desh,Hebrew,15
H6947,Kadesh-barnea,qa.desh bar.ne.a,Hebrew,20
H6949,be blunt,qa.hah,Hebrew,4
H6950,to gather,qa.hal,Hebrew,39
H6951,assembly,qa.hal,Hebrew,123
H6952,assembly,qe.hil.lah,Hebrew,2
H6953,preacher,qo.he.let,Hebrew,7
H6955,Kohath,qe.hat,Hebrew,32
H6956,Kohathite,qe.ha.ti,Hebrew,15
H6957A,cord,qav,Hebrew,12
H6957B,line,qav,Hebrew,13
H6958,to vomit,qi,Hebrew,8
H6959,helmet,qo.va,Hebrew,2
H6960B,to collect,qa.vah,Hebrew,3
H6964H,Kolaiah,qo.la.yah,Hebrew,1
H6965A,[Leb]-kamai,qa.ma,Hebrew,1
H6965B,to arise: rise,qum,Hebrew,376
H6965H,to arise: raise,qum,Hebrew,40
H6965I,to arise: establish,qum,Hebrew,174
H6965J,to arise: attack,qum,Hebrew,35
H6965K,to arise: guard,qum,Hebrew,2
H6966G,to stand: rise,qum,Hebrew,8
H6966H,to stand: raise,qum,Hebrew,1
H6966I,to stand: establish,qum,Hebrew,29
H6970,Koa,qo.a,Hebrew,1
H6972,to summer,quts,Hebrew,1
H6974,to awake,qits,Hebrew,22
H6975,thorn,qots,Hebrew,12
H6976I,Hakkoz,ha.qots,Hebrew,2
H6976J,Hakkoz,ha.qots,Hebrew,2
H6977,lock,qe.vuts.tsot,Hebrew,2
H6978,might,qav.qav,Hebrew,4
H6979A,to dig,qur,Hebrew,2
H6979B,to cool,qa.rar,Hebrew,2
H6979C,to destroy,qa.rar,Hebrew,2
H6980,web,qur,Hebrew,2
H6981G,Kore,qo.re,Hebrew,2
H6981H,Kore,qo.re,Hebrew,1
H6982,beam,qo.rah,Hebrew,5
H6983,to lure,qush,Hebrew,1
H6985,only,qat,Hebrew,1
H6986,destruction,qe.tev,Hebrew,3
H6987,destruction,qo.tev,Hebrew,1
H6988,incense,qe.to.rah,Hebrew,1
H6989,Keturah,qe.tu.rah,Hebrew,4
H6990,to cut off,qot,Hebrew,1
H6991,to slay,qa.tal,Hebrew,3
H6992,to slay,qe.tal,Hebrew,7
H6993,slaughter,qe.tel,Hebrew,1
H6994,be small,qa.ton,Hebrew,4
H6995,little finger,qe.ton,Hebrew,2
H6996A,small,qa.tan,Hebrew,46
H6996B,small,qa.ton,Hebrew,36
H6996H,small: young,qa.ton,Hebrew,19
H6998,to pluck,qa.taph,Hebrew,5
H6999A,offer: to burn,qa.tar,Hebrew,60
H6999B,incense,muq.tar,Hebrew,1
H6999C,incense-altar,me.qa.te.rah,Hebrew,1
H6999H,to offer: offer,qa.tar,Hebrew,57
H7000,to enclose,qa.tar,Hebrew,1
H7001,joint,qe.tar,Hebrew,3
H7002,incense,qit.ter,Hebrew,1
H7003,Kitron,qit.ron,Hebrew,1
H7004,incense,qe.to.ret,Hebrew,61
H7006,to vomit,qa.yah,Hebrew,1
H7007,summer,qa.yit,Hebrew,1
H7008,smoke,qi.tor,Hebrew,4
H7010,statute,qe.yam,Hebrew,2
H7011,enduring,qay.yam,Hebrew,2
H7013,spear,qa.yin,Hebrew,1
H7014A,Kain,qa.yin,Hebrew,2
H7014B,Cain,qa.yin,Hebrew,16
H7014G,Kenite,qa.yin,Hebrew,1
H7015,dirge,qi.nah,Hebrew,18
H7017,Kenite,qe.ni,Hebrew,12
H7018,Kenan,qe.nan,Hebrew,6
H7019,summer,qa.yits,Hebrew,20
H7020,outermost,qi.tson,Hebrew,4
H7021,plant,qi.qa.von,Hebrew,5
H7023,wall,qir,Hebrew,75
H7024A,Kir,qir,Hebrew,1
H7024B,Kir,qir,Hebrew,4
H7025,Kir-hareseth,qir che.re.s,Hebrew,10
H7027G,Kish,qish,Hebrew,15
H7027H,Kish,qish,Hebrew,4
H7027I,Kish,qish,Hebrew,1
H7027J,Kish,qish,Hebrew,1
H7028,Kishon,qi.shon,Hebrew,6
H7029,Kishi,qi.shi,Hebrew,1
H7030,lyre,qa.ta.ros,Hebrew,16
H7031,swift,qal,Hebrew,13
H7033,to roast,qa.lah,Hebrew,4
H7037,caldron,qal.la.chat,Hebrew,2
H7038,be stunted,qa.lat,Hebrew,1
H7039,roasted,qa.li,Hebrew,6
H7042G,Kelita,qe.li.ta,Hebrew,2
H7044,burnished,qa.lal,Hebrew,2
H7045,curse,qe.la.lah,Hebrew,33
H7046,to mock,qa.las,Hebrew,4
H7048,derision,qal.la.sah,Hebrew,1
H7049A,to sling,qa.la,Hebrew,4
H7049B,to carve,qa.la,Hebrew,3
H7050A,sling,qe.la,Hebrew,6
H7050B,curtain,qe.la,Hebrew,16
H7051,slinger,qal.la,Hebrew,1
H7052,worthless,qe.lo.qel,Hebrew,1
H7053,fork,qil.le.shon,Hebrew,1
H7056,Kamon,qa.mon,Hebrew,1
H7057,nettle,qim.mo.s,Hebrew,2
H7058,flour,qe.mach,Hebrew,14
H7059,to seize,qa.mat,Hebrew,2
H7060,to decay,qa.mel,Hebrew,2
H7061,to grasp,qa.mats,Hebrew,3
H7062,handful,qo.mets,Hebrew,4
H7063,thorn,qim.ma.s.von,Hebrew,1
H7064,nest,qen,Hebrew,13
H7066,to buy,qe.na,Hebrew,1
H7069,to buy,qa.nah,Hebrew,87
H7070G,branch,qa.neh,Hebrew,22
H7070H,branch: stem,qa.neh,Hebrew,30
H7070I,branch: measuring rod,qa.neh,Hebrew,6
H7070J,branch: shoulder,qa.neh,Hebrew,1
H7070K,branch: scales,qa.neh,Hebrew,1
H7070L,branch: calamus,qa.neh,Hebrew,2
H7071G,Kanah,qa.nah,Hebrew,2
H7071H,Kanah,qa.nah,Hebrew,1
H7073G,Kenaz,qe.naz,Hebrew,5
H7073I,Kenaz,qe.naz,Hebrew,5
H7074H,Kenizzite,qe.niz.zi,Hebrew,3
H7075,acquisition,qin.yan,Hebrew,10
H7076,cinnamon,qin.na.mon,Hebrew,3
H7077,to make a nest,qin.nen,Hebrew,8
H7078,snare,qe.nets,Hebrew,1
H7079,Kenath,qe.nat,Hebrew,2
H7080,to divine,qa.sam,Hebrew,26
H7081,divination,qe.sem,Hebrew,11
H7082,to strip,qa.sas,Hebrew,1
H7083,pot,qe.set,Hebrew,3
H7084,Keilah,qe.i.lah,Hebrew,18
H7085,incision,qa.a.qa,Hebrew,1
H7086,dish,qe.a.rah,Hebrew,17
H7087A,to congeal,qa.pha,Hebrew,3
H7087B,thickness,qip.pa.on,Hebrew,4
H7092,to gather,qa.phats,Hebrew,7
H7093,end,qets,Hebrew,69
H7094,to shear,qa.tsav,Hebrew,2
H7095,shape,qe.tsev,Hebrew,3
H7096,to cut off,qa.tsah,Hebrew,5
H7097A,end,qa.tseh,Hebrew,92
H7097B,end,qe.tseh,Hebrew,5
H7098,end,qa.tsah,Hebrew,36
H7099,boundary,qa.tsu,Hebrew,3
H7100,dill,qe.tsach,Hebrew,3
H7101,chief,qa.tsin,Hebrew,12
H7102,cassia,qe.tsi.ah,Hebrew,1
H7103,Keziah,qe.tsi.ah,Hebrew,1
H7104,[Emek]-keziz,qe.tsits,Hebrew,1
H7105A,harvest,qa.tsir,Hebrew,49
H7105B,foliage,qa.tsir,Hebrew,5
H7106A,to scrape,qa.tsa,Hebrew,1
H7106B,to corner,qa.tsa,Hebrew,1
H7108,be angry,qe.tsaph,Hebrew,1
H7110B,splinter,qe.tseph,Hebrew,1
H7111,splinter,qe.tsa.phah,Hebrew,1
H7112,to cut,qa.tsats,Hebrew,14
H7113,to cut,qe.tsats,Hebrew,1
H7117,end,qe.tsat,Hebrew,10
H7118,end,qe.tsat,Hebrew,3
H7119,cool,qar,Hebrew,5
H7126G,to present: come,qa.rav,Hebrew,112
H7126H,to present: bring,qa.rav,Hebrew,168
H7127,to approach,qe.rev,Hebrew,9
H7128,battle,qe.rav,Hebrew,9
H7129,war,qe.rav,Hebrew,1
H7130G,entrails: among,qe.rev,Hebrew,199
H7131,approaching,qa.rev,Hebrew,12
H7132,nearness,qir.vah,Hebrew,2
H7133A,offering,qor.ban,Hebrew,80
H7133B,offering,qur.ban,Hebrew,2
H7134,axe,qar.dom,Hebrew,5
H7135,cold,qa.rah,Hebrew,5
H7136A,to meet,qa.rah,Hebrew,22
H7136B,to lay beams,qa.rah,Hebrew,5
H7137,accident,qa.reh,Hebrew,1
H7138,near,qa.rov,Hebrew,77
H7139,to make bald,qa.rach,Hebrew,8
H7140,ice,qe.rach,Hebrew,7
H7141G,Korah,qo.rach,Hebrew,4
H7141I,Korah,qo.rach,Hebrew,31
H7142,bald,qe.re.ach,Hebrew,3
H7143,Kareah,qa.re.ach,Hebrew,14
H7144,bald spot,qor.chah,Hebrew,11
H7145,Korahite,qor.chi,Hebrew,8
H7146,baldness,qa.ra.chat,Hebrew,4
H7147,hostility,qe.ri,Hebrew,7
H7149,town,qir.yah,Hebrew,9
H7151,town,qir.yah,Hebrew,29
H7152H,Kerioth,qe.riy.yot,Hebrew,3
H7153,Kiriath-arba,qir.yat ar.ba,Hebrew,18
H7154,Kiriath-baal,qir.yat ba.al,Hebrew,4
H7156G,Kiriathaim,qir.ya.ta.yim,Hebrew,9
H7157,Kiriath-jearim,qir.yat ye.a.rim,Hebrew,39
H7158,Kiriath-sannah,qir.yat-se.pher,Hebrew,10
H7159,to cover,qa.ram,Hebrew,2
H7160,to shine,qa.ran,Hebrew,4
H7161B,Karnaim,qar.na.yim,Hebrew,1
H7162,horn,qe.ren,Hebrew,14
H7163,Keren-happuch,qe.ren hap.pukh,Hebrew,2
H7164,to stoop,qa.ras,Hebrew,2
H7165,clasp,qe.res,Hebrew,10
H7166,ankle,qar.sol,Hebrew,2
H7167,to tear,qa.ra,Hebrew,63
H7168,rags,qe.ra,Hebrew,4
H7169,to wink,qa.rats,Hebrew,5
H7170,charges,qe.rats,Hebrew,2
H7172,floor,qar.qa,Hebrew,8
H7173,Karka,qar.qa,Hebrew,1
H7175,board,qe.resh,Hebrew,51
H7176,town,qe.ret,Hebrew,5
H7178,Kartan,qar.tan,Hebrew,1
H7179,stubble,qash,Hebrew,16
H7180,cucumber,qish.shu.ah,Hebrew,1
H7184,jug,qas.vah,Hebrew,4
H7187,truth,qe.shot,Hebrew,2
H7188,to harden,qa.shach,Hebrew,2
H7189A,bow,qo.shet,Hebrew,1
H7189B,truth,qo.shet,Hebrew,1
H7192,coin,qe.si.tah,Hebrew,3
H7193,scale,qas.qe.set,Hebrew,8
H7194,to conspire,qa.shar,Hebrew,44
H7195,conspiracy,qe.sher,Hebrew,16
H7196,sash,qish.shu.rim,Hebrew,2
H7197A,to gather,qa.shash,Hebrew,6
H7197B,to assemble,qa.shash,Hebrew,2
H7198,bow,qe.shet,Hebrew,76
H7199,bowman,qash.shat,Hebrew,1
H7200H,to see: examine,ra.ah,Hebrew,24
H7200I,to see: behold!,ra.ah,Hebrew,46
H7200J,to see: select,ra.ah,Hebrew,11
H7200K,to see: enjoy,ra.ah,Hebrew,8
H7200L,to see: seer,ra.ah,Hebrew,12
H7200M,to see: approach,ra.ah,Hebrew,3
H7200N,Provider [God],ra.ah,Hebrew,1
H7201,glede,ra.ah,Hebrew,1
H7202,to see,ra.eh,Hebrew,1
H7203A,seer,ro.eh,Hebrew,11
H7203B,vision,ro.eh,Hebrew,2
H7204,Haroeh,ro.eh,Hebrew,1
H7205,Reuben,re.u.ven,Hebrew,72
H7206,Reubenite,re.u.ve.ni,Hebrew,18
H7208,Reumah,re.u.mah,Hebrew,1
H7209,mirror,re.i,Hebrew,1
H7210,sight,ro.i,Hebrew,5
H7212,sight,re.ut,Hebrew,1
H7213,to rise,ra.am,Hebrew,1
H7214,wild ox,re.em,Hebrew,9
H7215,coral,ra.mot,Hebrew,2
H7216H,Ramoth,ra.mot,Hebrew,3
H7217,head,resh,Hebrew,14
H7218A,head,rosh,Hebrew,286
H7218B,prince,rosh,Hebrew,3
H7218H,head: leader,rosh,Hebrew,179
H7218I,head: top,rosh,Hebrew,95
H7218J,head: first,rosh,Hebrew,18
H7218K,head: group,rosh,Hebrew,16
H7218L,head: count,rosh,Hebrew,7
H7221,beginning,ri.shah,Hebrew,1
H7222,top,ro.shah,Hebrew,1
H7223G,first,ri.shon,Hebrew,128
H7223H,first: previous,ri.shon,Hebrew,50
H7223I,first: chief,ri.shon,Hebrew,4
H7224,first,ri.sho.ni,Hebrew,1
H7225G,first: beginning,re.shit,Hebrew,41
H7225H,first: best,re.shit,Hebrew,10
H7226,head-place,ra.a.shot,Hebrew,1
H7227A,many,rav,Hebrew,438
H7227B,chief,rav,Hebrew,21
H7227G,[Sidon] the Great,rav,Hebrew,2
H7228,archer,rav,Hebrew,3
H7229,great,rav,Hebrew,15
H7231,to multiply,ra.vav,Hebrew,21
H7232,to multiply ten thousand,ra.vav,Hebrew,2
H7233,myriad,re.va.vah,Hebrew,22
H7234,to spread,ra.vad,Hebrew,1
H7235B,to shoot,ra.vah,Hebrew,1
H7237,Rabbah,rab.bah,Hebrew,15
H7239,ten thousand,rib.bo,Hebrew,13
H7240,myriad,rib.bo,Hebrew,5
H7241,shower,re.vi.vim,Hebrew,6
H7242,necklace,ra.vid,Hebrew,2
H7243,fourth,re.vi.i,Hebrew,57
H7244,fourth,re.vi.i,Hebrew,18
H7246,to stir,ra.vakh,Hebrew,3
H7247G,Riblah,riv.lah,Hebrew,1
H7247H,Riblah,riv.lah,Hebrew,10
H7248,Rab-mag,rav-mag,Hebrew,4
H7249G,Rab-saris,rav-sa.ris,Hebrew,2
H7249H,Rab-saris,rav-sa.ris,Hebrew,4
H7250,to mate,ra.va,Hebrew,3
H7251,to square,ra.va,Hebrew,12
H7252,to lie down,re.va,Hebrew,1
H7253,fourth,re.va,Hebrew,7
H7254,Reba,re.va,Hebrew,2
H7255,fourth,ro.va,Hebrew,2
H7256,fourth,rib.be.a,Hebrew,4
H7257,to stretch,ra.vats,Hebrew,30
H7258,rest,re.vets,Hebrew,4
H7259,Rebekah,riv.qah,Hebrew,30
H7260,great,rav.rav,Hebrew,8
H7261,noble,rav.re.van,Hebrew,11
H7262,Rabshakeh,rav.sha.qeh,Hebrew,32
H7263,clod,re.gev,Hebrew,2
H7266,rage,re.gaz,Hebrew,1
H7267,turmoil,ro.gez,Hebrew,7
H7271,foot,re.gal,Hebrew,10
H7274,Rogelim,ro.ge.lim,Hebrew,2
H7275,to stone,ra.gam,Hebrew,16
H7277,crowd,rig.mah,Hebrew,1
H7278,Regem-melech,re.gem me.lekh,Hebrew,2
H7280C,to harden,ra.ga,Hebrew,1
H7281,moment,re.ga,Hebrew,22
H7283,to throng,ra.gash,Hebrew,1
H7284,to throng,re.gash,Hebrew,3
H7285A,throng,re.gesh,Hebrew,1
H7285B,scheming,rig.shah,Hebrew,1
H7286,to subdue,ra.dad,Hebrew,3
H7287B,to scrape,ra.dah,Hebrew,4
H7289,veil,re.did,Hebrew,2
H7290,to sleep,ra.dam,Hebrew,7
H7291,to pursue,ra.daph,Hebrew,146
H7298A,trough,ra.hat,Hebrew,3
H7298B,lock,ra.hat,Hebrew,1
H7299,appearance,rev,Hebrew,2
H7301,to quench,ra.vah,Hebrew,14
H7302,watered,ra.veh,Hebrew,3
H7304,be wide,ra.vach,Hebrew,3
H7305,space,re.vach,Hebrew,2
H7306,to smell,ri.ach,Hebrew,11
H7307G,spirit,ru.ach,Hebrew,216
H7307H,spirit: breath,ru.ach,Hebrew,145
H7307I,spirit: side,ru.ach,Hebrew,7
H7307J,spirit: temper,ru.ach,Hebrew,10
H7309,relief,re.va.chah,Hebrew,2
H7310,abundance,re.va.yah,Hebrew,2
H7313,to rise,rum,Hebrew,4
H7314,height,rum,Hebrew,5
H7316H,Rumah,ru.mah,Hebrew,1
H7322,to tremble,ra.phaph,Hebrew,1
H7323G,to run: run,ruts,Hebrew,90
H7323H,to run: guard,ruts,Hebrew,15
H7323I,to run: pieces,ruts,Hebrew,1
H7324,to empty,riq,Hebrew,19
H7325,to run,rir,Hebrew,1
H7327,Ruth,rut,Hebrew,12
H7328,mystery,raz,Hebrew,9
H7329,to starve,ra.zah,Hebrew,2
H7330,lean,ra.zeh,Hebrew,2
H7331,Rezon,re.zon,Hebrew,1
H7332,leanness,ra.zon,Hebrew,3
H7333,prince,ra.zon,Hebrew,1
H7334,wasting,ra.zi,Hebrew,2
H7335,to flash,ra.zam,Hebrew,1
H7336,to rule,ra.zan,Hebrew,6
H7338,breadth,ra.chav,Hebrew,2
H7339,street/plaza,re.chov,Hebrew,43
H7340G,Rehob,re.chov,Hebrew,1
H7340H,Rehob,re.chov,Hebrew,4
H7340I,Rehob,re.chov,Hebrew,2
H7340K,Rehob,re.chov,Hebrew,2
H7341,width,ro.chav,Hebrew,101
H7342G,Broad,ra.chav,Hebrew,2
H7342H,broad: wide,ra.chav,Hebrew,17
H7342I,broad: arrogant,ra.chav,Hebrew,2
H7343,Rahab,ra.chav,Hebrew,5
H7344G,Rehoboth,re.cho.vot,Hebrew,1
H7344H,Rehoboth,re.cho.vot,Hebrew,2
H7344I,Rehoboth,re.cho.vot,Hebrew,1
H7345,Rehabiah,re.chav.ya.hu,Hebrew,5
H7346,Rehoboam,re.chav.am,Hebrew,50
H7347,millstone,re.cheh,Hebrew,5
H7348A,Rehum,re.chum,Hebrew,2
H7348B,Rehum,re.chum,Hebrew,4
H7348G,Rehum,re.chum,Hebrew,1
H7350,distant,ra.choq,Hebrew,84
H7352,far,re.chiq,Hebrew,1
H7353,ewe,ra.chel,Hebrew,4
H7354,Rachel,ra.chel,Hebrew,47
H7363A,be weak,ra.chaph,Hebrew,1
H7363B,to hover,ra.chaph,Hebrew,2
H7364,to wash: wash,ra.chats,Hebrew,72
H7366,washing,ra.chats,Hebrew,2
H7367,washing,rach.tsah,Hebrew,2
H7368,to remove,ra.chaq,Hebrew,60
H7369,removed,ra.cheq,Hebrew,1
H7370,to overflow,ra.chash,Hebrew,1
H7371,shovel,ra.chat,Hebrew,1
H7372,be moist,ra.tev,Hebrew,1
H7373,fresh,ra.tov,Hebrew,1
H7375,be fresh,ru.ta.phash,Hebrew,1
H7376,to dash in pieces,ra.tash,Hebrew,6
H7377,moisture,ri,Hebrew,1
H7381,aroma,re.ach,Hebrew,59
H7382,smell,re.ach,Hebrew,1
H7383,grain,ri.phah,Hebrew,2
H7385,vain,riq,Hebrew,12
H7386,worthless,req,Hebrew,14
H7387,emptily,re.qam,Hebrew,16
H7388,spittle,rir,Hebrew,2
H7389A,poverty,resh,Hebrew,5
H7389B,poverty,rish,Hebrew,2
H7390,tender,rakh,Hebrew,16
H7391,tenderness,rokh,Hebrew,1
H7392,to ride,ra.khav,Hebrew,78
H7393G,chariot,re.khev,Hebrew,119
H7393H,chariot: millstone,re.khev,Hebrew,3
H7394G,Rechab,re.khav,Hebrew,4
H7394H,Rechab,re.khav,Hebrew,8
H7394I,Rechab,re.khav,Hebrew,1
H7395,charioteer,rak.kav,Hebrew,3
H7397A,Rechabite,re.kha.vi,Hebrew,4
H7398,chariot,re.khuv,Hebrew,1
H7399,property,re.khush,Hebrew,28
H7401,be tender,ra.khakh,Hebrew,8
H7402,to trade,ra.khal,Hebrew,17
H7404,merchandise,re.khul.lah,Hebrew,4
H7405,to bind,ra.khas,Hebrew,2
H7406,roughness,re.khes,Hebrew,1
H7407,conspiracy,ro.khes,Hebrew,1
H7408,to gather,ra.khash,Hebrew,5
H7409,steed,re.khesh,Hebrew,4
H7410H,Ram,ram,Hebrew,2
H7410I,Ram,ram,Hebrew,1
H7412,to cast,re.ma,Hebrew,12
H7414G,Ramah,ra.mah,Hebrew,17
H7414H,Ramah,ra.mah,Hebrew,1
H7414J,Ramah,ra.mah,Hebrew,15
H7414K,Ramah,ra.mah,Hebrew,2
H7415,worm,rim.mah,Hebrew,7
H7416,pomegranate,rim.mon,Hebrew,32
H7417A,Rimmon,rim.mon,Hebrew,3
H7417B,Rimmon,rim.mon,Hebrew,3
H7417C,[Rock of] Rimmon,rim.mon,Hebrew,4
H7417G,Rimmon,rim.mon,Hebrew,4
H7417H,Rimmon,rim.mon rim.mo.no,Hebrew,2
H7418G,Ramoth,ra.mot,Hebrew,20
H7420,spear,ro.mach,Hebrew,15
H7421,Syrian,ram.mi,Hebrew,1
H7424,mare,ram.makh,Hebrew,1
H7425,Remaliah,re.mal.ya.hu,Hebrew,13
H7429,to trample,ra.mas,Hebrew,19
H7430,to creep,ra.ma.s,Hebrew,17
H7431,creeping,re.me.s,Hebrew,17
H7434,Ramath-mizpeh,ra.mat ham.mits.peh,Hebrew,2
H7435,Ramathite,ra.ma.ti,Hebrew,1
H7436,Ramathaim-zophim,ra.ma.ta.yim tso.phim,Hebrew,2
H7437,Ramath-lehi,ra.mat le.chi,Hebrew,2
H7439,to rattle,ra.nah,Hebrew,1
H7443,ostrich,re.na.nim,Hebrew,1
H7447A,drop,ra.sis,Hebrew,1
H7447B,fragment,ra.sis,Hebrew,1
H7448,bridle,re.sen,Hebrew,4
H7449,Resen,re.sen,Hebrew,1
H7450,to moisten,ra.sas,Hebrew,1
H7451B,bad: evil,ra,Hebrew,116
H7451H,bad: evil,ra,Hebrew,182
H7452,shouting,re.a,Hebrew,5
H7456,be hungry,ra.ev,Hebrew,13
H7457,hungry,ra.ev,Hebrew,20
H7458,famine,ra.av,Hebrew,101
H7459,famine,re.a.von,Hebrew,3
H7462A,House of Shepherds,bet-e.qed ha.ro.im,Hebrew,1
H7462B,to pasture,ra.ah,Hebrew,169
H7462C,to accompany,ra.ah,Hebrew,7
H7462D,to befriend,ra.ah,Hebrew,1
H7466,Reu,re.u,Hebrew,5
H7467G,Reuel,re.u.el,Hebrew,7
H7467J,Reuel,re.u.el,Hebrew,2
H7469,longing,re.ut,Hebrew,7
H7470,pleasure,re.u,Hebrew,2
H7472,Rei,re.i,Hebrew,1
H7475,striving,ra.yon,Hebrew,3
H7477,to quiver,ra.al,Hebrew,1
H7478,reeling,ra.al,Hebrew,1
H7480,Reelaiah,re.e.la.yah,Hebrew,1
H7481,to thunder,ra.am,Hebrew,13
H7482,thunder,ra.am,Hebrew,6
H7483,mane,ra.mah,Hebrew,1
H7484H,Raamah,ra.mah,Hebrew,1
H7485,Raamiah,ra.am.yah,Hebrew,1
H7486G,Rameses,ra.am.ses,Hebrew,4
H7486H,Raamses,ra.am.ses,Hebrew,1
